Timestamp,Plate_Number,Access_Status
2025-11-10 16:13:23,21BHO001AA,DENIED
2025-11-10 16:13:23,21BHO001AA,DENIED
2025-11-10 16:13:23,21BH0001AA,GRANTED
2025-11-10 16:13:23,CRANTED21BHO001AA,DENIED
2025-11-10 16:13:23,21BHO001AA,DENIED
2025-11-10 16:13:23,21BHO001AA,DENIED
2025-11-10 16:13:23,21BHO001AA,DENIED
2025-11-10 16:13:23,21BHOQ01AA,DENIED
2025-11-10 16:13:24,21BHO001AA,DENIED
2025-11-10 16:13:24,ZIBHOOOTAADENIED21BHO001AA,DENIED
2025-11-10 16:13:24,21BHO001AA,DENIED
2025-11-10 16:13:24,21BH0001AA,GRANTED
2025-11-10 16:13:24,21BHO001AA,DENIED
2025-11-10 16:13:25,21BH0001AA,GRANTED
2025-11-10 16:13:25,21BHO001AA,DENIED
2025-11-10 16:13:25,HOOOIAADENIED21BHO001AA,DENIED
2025-11-10 16:13:25,21BH0001AA,GRANTED
2025-11-10 16:13:25,21BHO001AA,DENIED
2025-11-10 16:13:25,21BHO001AA,DENIED
2025-11-10 16:13:26,21BHO001AA,DENIED
2025-11-10 16:13:26,21BHO001AA,DENIED
2025-11-10 16:13:26,21BHO001AA,DENIED
2025-11-10 16:13:26,21BH0001AA,GRANTED
2025-11-10 16:13:27,21BHO001AA,DENIED
2025-11-10 16:13:27,21BH0001AA,GRANTED
2025-11-10 16:13:27,21BHO001AA,DENIED
2025-11-10 16:13:28,21BHO001AA,DENIED
2025-11-10 16:13:28,21BH0001AA,GRANTED
2025-11-10 16:13:28,21BHO001AA,DENIED
2025-11-10 16:13:28,21BHO001AA,DENIED
2025-11-10 16:13:28,21BH0001AA,GRANTED
2025-11-10 16:13:28,21BH0001AA,GRANTED
2025-11-10 16:13:29,21BHO001AA,DENIED
2025-11-10 16:13:29,21BH0001AA,GRANTED
2025-11-10 16:13:29,21BHO001AA,DENIED
2025-11-10 16:13:29,21BHO001AA,DENIED
2025-11-10 16:13:29,21BHO001AA,DENIED
2025-11-10 16:13:29,21BH0001AA,GRANTED
2025-11-10 16:13:30,NVUUITOIAAACU21BHO001AA,DENIED
2025-11-10 16:13:30,21BHO001AA,DENIED
2025-11-10 16:13:30,21BHO001AA,DENIED
2025-11-10 16:13:30,21BHO001AA,DENIED
2025-11-10 16:13:31,21BHO001AA,DENIED
2025-11-10 16:13:31,21BHOO01AA,DENIED
2025-11-10 16:13:31,21BHO001AA,DENIED
2025-11-10 16:13:31,21BH0001AA,GRANTED
2025-11-10 16:13:31,21BH0001AA,GRANTED
2025-11-10 16:13:31,21BHO001AA,DENIED
2025-11-10 16:13:32,21BH0001AA,GRANTED
2025-11-10 16:13:32,21BHO001AA,DENIED
2025-11-10 16:13:32,21BHO001AA,DENIED
2025-11-10 16:13:32,21BH0001AA,GRANTED
2025-11-10 16:13:32,21BHO001AA,DENIED
2025-11-10 16:13:32,21BHO001AA,DENIED
2025-11-10 16:13:33,21BHO001AA,DENIED
2025-11-10 16:13:33,21BHO001AA,DENIED
2025-11-10 16:13:33,21BH0001AA,GRANTED
2025-11-10 16:13:33,21BHO001AA,DENIED
2025-11-10 18:24:20,1,DENIED
2025-11-10 18:24:20,TNMIN,DENIED
2025-11-10 18:24:27,1,DENIED
2025-11-10 18:24:27,1,DENIED
2025-11-10 18:24:27,1,DENIED
2025-11-10 18:24:27,1,DENIED
2025-11-10 18:24:27,1,DENIED
2025-11-10 18:24:27,1,DENIED
2025-11-10 18:24:28,1,DENIED
2025-11-10 18:24:28,DENIED1,DENIED
2025-11-10 18:24:28,1,DENIED
2025-11-10 18:24:28,1,DENIED
2025-11-10 18:24:29,1,DENIED
2025-11-10 18:24:29,1,DENIED
2025-11-10 18:24:29,1,DENIED
2025-11-10 18:24:29,1,DENIED
2025-11-10 18:24:30,1,DENIED
2025-11-10 18:24:30,1,DENIED
2025-11-10 18:24:31,31,DENIED
2025-11-10 18:24:31,31,DENIED
2025-11-10 18:24:37,20EH(IAA,DENIED
2025-11-10 18:24:37,2,DENIED
2025-11-10 18:24:37,1,DENIED
2025-11-10 18:24:38,1,DENIED
2025-11-10 18:24:38,1,DENIED
2025-11-10 18:24:38,1,DENIED
2025-11-10 18:24:38,1,DENIED
2025-11-10 18:24:39,1,DENIED
2025-11-10 18:24:43,21BH0001AA,GRANTED
2025-11-10 18:24:44,21BHO001AA,DENIED
2025-11-10 18:24:44,1BH0001AA,DENIED
2025-11-10 18:24:44,1BH0001AA,DENIED
2025-11-10 18:24:45,1BH0001AA,DENIED
2025-11-10 18:24:45,1BH0001AA,DENIED
2025-11-10 18:24:45,1BH0001AA,DENIED
2025-11-10 18:24:46,TBH0001AA,DENIED
2025-11-10 18:24:46,1BH0001AA,DENIED
2025-11-10 18:24:46,BHOMAA,DENIED
2025-11-10 18:24:47,101AA,DENIED
2025-11-10 18:24:48,VICD201AA,DENIED
2025-11-10 18:24:48,"3M""",DENIED
2025-11-10 18:24:49,"3M""DENIED3M-",DENIED
2025-11-10 18:24:49,BCAA,DENIED
2025-11-10 18:24:49,BCAA,DENIED
2025-11-10 18:24:50,BH0001AA,DENIED
2025-11-10 18:24:50,BH0001AA,DENIED
2025-11-10 18:24:50,BH0001AA,DENIED
2025-11-10 18:24:51,21BHOO01AA,DENIED
2025-11-10 18:24:51,OOIAADENIED21BHOO01AA,DENIED
2025-11-10 18:24:52,20BHO00IAA,DENIED
2025-11-10 18:24:52,24BHO0A4,DENIED
2025-11-10 18:24:53,21BHAA0001,DENIED
2025-11-10 18:24:53,21BHOOOTAA,DENIED
2025-11-10 18:24:54,21BH0001AA,GRANTED
2025-11-10 18:24:56,TO,DENIED
2025-11-10 18:24:57,21BH0001AA,GRANTED
2025-11-10 18:24:57,21BHOO01AA,DENIED
2025-11-10 18:24:57,21BHO001AA,DENIED
2025-11-10 18:24:58,21BH0001AA,GRANTED
2025-11-10 18:24:58,21BH0001AA,GRANTED
2025-11-10 18:24:58,21BH0001AA,GRANTED
2025-11-10 18:24:58,21BHOO01AA,DENIED
2025-11-10 18:24:59,21BHOO01AA,DENIED
2025-11-10 18:24:59,21BHOO01AA,DENIED
2025-11-10 18:24:59,21BHOO01AA,DENIED
2025-11-10 18:25:00,21BHOO01AA,DENIED
2025-11-10 18:25:00,21BHOO01AA,DENIED
2025-11-10 18:25:00,21BHOQ01AA,DENIED
2025-11-10 18:25:01,21BH0001AA,GRANTED
2025-11-10 18:25:01,21BHO001AA,DENIED
2025-11-10 18:25:01,21BHO001AA,DENIED
2025-11-10 18:25:02,21BHO001AA,DENIED
2025-11-10 18:25:02,21BHO001AA,DENIED
2025-11-10 18:25:02,21BH0001AA,GRANTED
2025-11-10 18:25:02,21BHO001AA,DENIED
2025-11-10 18:25:03,21BH0001AA,GRANTED
2025-11-10 18:25:03,21BHO001AA,DENIED
2025-11-10 18:25:03,21BH0001AA,GRANTED
2025-11-10 18:25:04,21BHOO01AA,DENIED
2025-11-10 18:25:04,21BHO001AA,DENIED
2025-11-10 18:25:04,21BHOO01AA,DENIED
2025-11-10 18:25:05,21BHOO01AA,DENIED
2025-11-10 18:25:05,21BH0001AA,GRANTED
2025-11-10 18:25:05,21BH0001AA,GRANTED
2025-11-10 18:25:06,21BH0001AA,GRANTED
2025-11-10 18:25:06,21BHO001AA,DENIED
2025-11-10 18:25:06,21BH0001AA,GRANTED
2025-11-10 18:25:07,21BHO001AA,DENIED
2025-11-10 18:30:04,G,DENIED
2025-11-10 18:30:04,J,DENIED
2025-11-10 18:30:05,HR26D0555},DENIED
2025-11-10 18:30:05,HR26DO555I,DENIED
2025-11-10 18:30:06,HR26DO555D,DENIED
2025-11-10 18:30:06,HR26DO555},DENIED
2025-11-10 18:30:06,HRZGDOSSS_,DENIED
2025-11-10 18:30:06,HR2GDO5S5_,DENIED
2025-11-10 18:30:06,4035,DENIED
2025-11-10 18:30:07,HZE035,DENIED
2025-11-10 18:30:07,HR26DO5S5I,DENIED
2025-11-10 18:30:07,HR26DO555,DENIED
2025-11-10 18:30:07,~HR26DOSSS_,DENIED
2025-11-10 18:30:08,~HR26DO5SS_,DENIED
2025-11-10 18:30:08,HR2GD0551,DENIED
2025-11-10 18:30:08,HR26DO5SSI,DENIED
2025-11-10 18:30:08,HR26D055S),DENIED
2025-11-10 18:30:08,~HR26D0SSS,DENIED
2025-11-10 18:30:09,HR26DO5SSI,DENIED
2025-11-10 18:30:09,NNZODOJOOIDCNICLHR26DO5S5_,DENIED
2025-11-10 18:30:10,HR2GDOSSS,DENIED
2025-11-10 18:30:10,HR26DO5SSL,DENIED
2025-11-10 18:30:10,HR26D055SI,DENIED
2025-11-10 18:30:10,~HR26DOSSSI,DENIED
2025-11-10 18:30:10,HR26DOSSSU,DENIED
2025-11-10 18:30:11,~HR26DO5SS_,DENIED
2025-11-10 18:30:11,HRZGDOS5SD,DENIED
2025-11-10 18:30:11,HR26DO55SU,DENIED
2025-11-10 18:30:11,~HR26DO5SS_,DENIED
2025-11-10 18:30:11,~HR26DO5SS_,DENIED
2025-11-10 18:30:12,HR2GDO555,DENIED
2025-11-10 18:30:12,HR26DOSSS_,DENIED
2025-11-10 18:30:12,HR26DO5553,DENIED
2025-11-10 18:30:12,HR2GDO5550,DENIED
2025-11-10 18:30:13,HR26D0555_,DENIED
2025-11-10 18:30:13,HR26D0555_,DENIED
2025-11-10 18:30:13,HR26DOSSS_,DENIED
2025-11-10 18:30:13,~HR26DOSSS?,DENIED
2025-11-10 18:30:14,HR26D0555},DENIED
2025-11-10 18:30:14,HR26D0555H,DENIED
2025-11-10 18:30:14,71026005551,DENIED
2025-11-10 18:30:15,7026005551,DENIED
2025-11-10 18:30:15,"""R26D05550",DENIED
2025-11-10 18:30:15,4R26005551,DENIED
2025-11-10 18:30:15,"""R26005553",DENIED
2025-11-10 18:30:16,TR826005551,DENIED
2025-11-10 18:30:16,HR26DO5551,DENIED
2025-11-10 18:30:16,HR2GD05551,DENIED
2025-11-10 18:30:17,HR26D0555],DENIED
2025-11-10 18:30:17,HR26DO555]DENIEDHR26D0555],DENIED
2025-11-10 18:30:17,HR260O555U,DENIED
2025-11-10 18:30:18,HR2600555UDENIEDHR26DO555U,DENIED
2025-11-10 18:30:25,E,DENIED
2025-11-10 18:30:25,2,DENIED
2025-11-10 18:30:26,1,DENIED
2025-11-10 18:30:26,1,DENIED
2025-11-10 18:30:26,1,DENIED
2025-11-10 18:30:26,1,DENIED
2025-11-10 18:30:30,R76T,DENIED
2025-11-10 18:30:30,R76TDENIED,DENIED
2025-11-10 18:30:31,351,DENIED
2025-11-10 18:30:31,51,DENIED
2025-11-10 18:30:31,INDHR26DO5551,DENIED
2025-11-10 18:30:32,INDHR26DO555,DENIED
2025-11-10 18:30:32,005554,DENIED
2025-11-10 18:30:33,ANDHR26DO555,DENIED
2025-11-10 18:30:33,00555],DENIED
2025-11-10 18:30:34,HR26DO555U,DENIED
2025-11-10 18:30:34,"""4P76U055",DENIED
2025-11-10 18:30:35,705551,DENIED
2025-11-10 18:30:35,70555,DENIED
2025-11-10 18:30:35,0O5551,DENIED
2025-11-10 18:30:36,HR26POSSS_,DENIED
2025-11-10 18:30:36,7055516,DENIED
2025-11-10 18:30:36,005551,DENIED
2025-11-10 18:30:37,705551,DENIED
2025-11-10 18:30:37,J05551,DENIED
2025-11-10 18:30:37,0055544,DENIED
2025-11-10 18:30:38,TO,DENIED
2025-11-10 18:30:38,HR26DO5SSU,DENIED
2025-11-10 18:30:41,IZEE,DENIED
2025-11-10 18:30:41,HRZE35,DENIED
2025-11-10 18:30:42,HR26D05550,DENIED
2025-11-10 18:30:42,HHR26DO555U,DENIED
2025-11-10 18:30:42,HR26DO555U,DENIED
2025-11-10 18:30:43,~HR26DO555],DENIED
2025-11-10 18:30:43,HR26DO555],DENIED
2025-11-10 18:30:43,HR26DO555U,DENIED
2025-11-10 18:30:44,HR26DO555J,DENIED
2025-11-10 18:30:45,HR26DO555U,DENIED
2025-11-10 18:30:45,HR26DO5551,DENIED
2025-11-10 18:30:45,'HR26DO555_,DENIED
2025-11-10 18:30:45,HR26DO555U,DENIED
2025-11-10 18:30:46,HR26DO555U,DENIED
2025-11-10 18:30:47,HHR26DO555U,DENIED
2025-11-10 18:30:47,HR26DO555U,DENIED
2025-11-10 18:30:47,HR26DO5551,DENIED
2025-11-10 18:30:47,HR26DO555U,DENIED
2025-11-10 18:30:48,HR26DO555U,DENIED
2025-11-10 18:30:49,FHR26DO555U,DENIED
2025-11-10 18:30:49,DHR26DO555J,DENIED
2025-11-10 18:30:49,HR26DO555_,DENIED
2025-11-10 18:30:50,HR26DO555),DENIED
2025-11-10 18:30:50,HR26DO555],DENIED
2025-11-10 18:30:51,HR26DO555],DENIED
2025-11-10 18:30:51,INDHR26DO555U,DENIED
2025-11-10 18:30:51,HR26DO555],DENIED
2025-11-10 18:30:52,CHR26DO555_,DENIED
2025-11-10 18:30:52,LND~HR26DO555],DENIED
2025-11-10 18:30:53,CHR26DO555],DENIED
2025-11-10 18:30:53,FHR26DO555],DENIED
2025-11-10 18:30:53,~HR26DO5551,DENIED
2025-11-10 18:30:54,INDHR26DO555],DENIED
2025-11-10 18:30:54,HR26DO555U,DENIED
2025-11-10 18:30:55,HR26DO555],DENIED
2025-11-10 18:30:55,HRPUUM,DENIED
2025-11-10 18:30:56,HR*SUUNNU,DENIED
2025-11-10 18:30:57,HR26DO555U,DENIED
2025-11-10 18:30:57,HR26DO55SU,DENIED
2025-11-10 18:30:58,HR26DO555U,DENIED
2025-11-10 18:30:58,#HR26DO555U,DENIED
2025-11-10 18:30:59,~HR26DO555U,DENIED
2025-11-10 18:30:59,HR26D0555U,DENIED
2025-11-10 18:30:59,#HR26DO555U,DENIED
2025-11-10 18:31:00,~HR26DO5551,DENIED
2025-11-10 18:31:00,#HR26D05551,DENIED
2025-11-10 18:31:00,#HR26DO5551,DENIED
2025-11-10 18:31:01,~HR26DO555U,DENIED
2025-11-10 18:31:01,~HR26DO5551,DENIED
2025-11-10 18:31:02,~HR26DO555L,DENIED
2025-11-10 18:31:02,FHR26D0555U,DENIED
2025-11-10 18:31:02,~HR26DO555U,DENIED
2025-11-10 18:31:02,HR26DO5551,DENIED
2025-11-10 18:31:03,CHR26DO555U,DENIED
2025-11-10 18:31:03,HR26DO555],DENIED
2025-11-10 18:31:04,HR26DO55ST,DENIED
2025-11-10 18:31:04,KHR26DO555U,DENIED
2025-11-10 18:31:04,~HR26DO555U,DENIED
2025-11-10 18:31:05,MHR26DO555],DENIED
2025-11-10 18:31:05,MHR26DO5551,DENIED
2025-11-10 18:31:06,HR26DO5554,DENIED
2025-11-10 18:31:06,FHR26DO555U,DENIED
2025-11-10 18:31:06,HR26DO555U,DENIED
2025-11-10 18:31:07,HR26DO555U,DENIED
2025-11-10 18:31:08,HR26DO555]WND,DENIED
2025-11-10 18:31:08,~HR26DO5551,DENIED
2025-11-10 18:31:08,~HR26DO5551,DENIED
2025-11-10 18:31:08,~HR26DO5551,DENIED
2025-11-10 18:31:08,~HR26DO5551,DENIED
2025-11-10 18:31:09,~HR26DO5551,DENIED
2025-11-10 18:31:09,~HR26DO555J,DENIED
2025-11-10 18:31:10,~HR26DO5551,DENIED
2025-11-10 18:31:10,FHR26DO555J,DENIED
2025-11-10 18:31:10,~HR26DO5551,DENIED
2025-11-10 18:31:10,HR26DO555U,DENIED
2025-11-10 18:31:10,HR26DO555U,DENIED
2025-11-10 18:31:11,IRDHR26DO555],DENIED
2025-11-10 18:31:11,HR26DO555],DENIED
2025-11-10 18:31:11,HR26D0555U,DENIED
2025-11-10 18:31:12,KDHR26DO5551,DENIED
2025-11-10 18:31:12,~HR26DO5551,DENIED
2025-11-10 18:31:12,HR26DO5551,DENIED
2025-11-10 18:31:12,HR26DO5551,DENIED
2025-11-10 18:31:13,~HR26D0555U,DENIED
2025-11-10 18:31:13,IDHR26DO555U,DENIED
2025-11-10 18:31:13,~HR26DO5551,DENIED
2025-11-10 18:31:13,HR26DO555],DENIED
2025-11-10 18:31:14,~HR26DO555U,DENIED
2025-11-10 18:31:14,~HR26DO5551,DENIED
2025-11-10 18:31:14,INCHR26DO5551,DENIED
2025-11-10 18:31:14,~HR26DO555U,DENIED
2025-11-10 18:31:15,#HR26DO555U,DENIED
2025-11-10 18:31:15,#HR26DO555U,DENIED
2025-11-10 18:31:15,HR26DO5557,DENIED
2025-11-10 18:31:15,HR26DO555U,DENIED
2025-11-10 18:31:16,HR26DO555U,DENIED
2025-11-10 18:31:16,HR26D0555U,DENIED
2025-11-10 18:31:16,HR26DO5551,DENIED
2025-11-10 18:31:16,HHR26DO555_,DENIED
2025-11-10 18:31:17,HR26DO555U,DENIED
2025-11-10 18:31:17,#HR26DO555U,DENIED
2025-11-10 18:31:17,IUDHR26DO555U,DENIED
2025-11-10 18:31:18,~HR26DO5551,DENIED
2025-11-10 18:31:18,HR26DO555_,DENIED
2025-11-10 18:31:18,HR26DO5SSU,DENIED
2025-11-10 18:31:18,HR26DO5SSU,DENIED
2025-11-10 18:31:19,HR26DO5554,DENIED
2025-11-10 18:31:19,HR280O5554DENIEDHR26DO5551,DENIED
2025-11-10 18:31:19,HR26DO5554,DENIED
2025-11-10 18:31:19,HR28DO5554DENIED#HR26DO5551,DENIED
2025-11-10 18:31:20,HR26DO555],DENIED
2025-11-10 18:31:20,HR26D0555U,DENIED
2025-11-10 18:31:20,HR26DO5551,DENIED
2025-11-10 18:31:21,~HR26DO555],DENIED
2025-11-10 18:31:21,#HR26DO555J,DENIED
2025-11-10 18:31:21,ANDHR26DO555_,DENIED
2025-11-10 18:31:21,HR26DO555],DENIED
2025-11-10 18:31:22,~HR26DO555U,DENIED
2025-11-10 18:31:23,~HR26DO555U,DENIED
2025-11-10 18:31:23,JNDHR26DO555J,DENIED
2025-11-10 18:31:23,HALHR26DO555U,DENIED
2025-11-10 18:31:24,~HR26DO555U,DENIED
2025-11-10 18:31:24,INDHR26DO555U,DENIED
2025-11-10 18:31:24,~HR26DO555U,DENIED
2025-11-10 18:31:25,~HR26DO555U,DENIED
2025-11-10 18:31:25,HR2SDN,DENIED
2025-11-10 18:31:26,HRZSDNDENIEDHR26DE,DENIED
2025-11-10 18:31:28,VOAAA,DENIED
2025-11-10 18:31:28,21BHO001AA,DENIED
2025-11-10 18:31:30,21BHAA0001,DENIED
2025-11-10 18:31:30,21BHO001AA,DENIED
2025-11-10 18:31:30,21BH0001AA,GRANTED
2025-11-10 18:31:31,21BH0001AA,GRANTED
2025-11-10 18:31:32,21BHAA0001,DENIED
2025-11-10 18:31:32,21BHO001AA,DENIED
2025-11-10 18:31:32,21BHO001AA,DENIED
2025-11-10 18:31:33,21BHO001AA,DENIED
2025-11-10 18:31:34,21BHO001AA,DENIED
2025-11-10 18:31:34,21BH0001AA,GRANTED
2025-11-10 18:31:34,21BH0001AA,GRANTED
2025-11-10 18:31:35,21BH0001AA,GRANTED
2025-11-10 18:31:35,21BHO001AA,DENIED
2025-11-10 18:31:35,21BH0001AA,GRANTED
2025-11-10 18:31:36,21BHO001AA,DENIED
2025-11-10 18:31:37,21BH0001AA,GRANTED
2025-11-10 18:31:37,21BH0001AA,GRANTED
2025-11-10 18:31:37,21BHO001AA,DENIED
2025-11-10 18:31:38,21BHO001AA,DENIED
2025-11-10 18:31:39,21BHAA0001,DENIED
2025-11-10 18:31:39,1BH0001AA,DENIED
2025-11-10 18:31:39,21BH0001AA,GRANTED
2025-11-10 18:31:40,21BH0001AA,GRANTED
2025-11-10 18:31:41,BH0001AA,DENIED
2025-11-10 18:31:41,21BH0001AA,GRANTED
2025-11-10 18:31:41,21BHO001AA,DENIED
2025-11-10 18:31:42,21BHO001AA,DENIED
2025-11-10 18:31:43,21BH0001AA,GRANTED
2025-11-10 18:31:43,NA21BHOO01AA,DENIED
2025-11-10 18:31:44,AERDTOMEEEADAGR21BHO0OTAA,DENIED
2025-11-10 18:31:45,SE21BH0001AA,DENIED
2025-11-10 18:31:45,21BH0001AA,GRANTED
2025-11-10 18:31:46,21BHOOO1AA,DENIED
2025-11-10 18:31:46,21BHOOOTAA,DENIED
2025-11-10 18:31:47,DUT21BH0001AA,DENIED
2025-11-10 18:31:48,21BH0001AA,GRANTED
2025-11-10 18:31:48,21BHO001AA,DENIED
2025-11-10 18:31:48,21BHAA0001_,DENIED
2025-11-10 18:31:49,BH0001AA,DENIED
2025-11-10 18:31:49,21BHO001AA,DENIED
2025-11-10 18:31:50,MO,DENIED
2025-11-10 18:31:51,HAA0001,DENIED
2025-11-10 18:31:51,2140AA0001,DENIED
2025-11-10 18:31:51,27BHOOQ1AA,DENIED
2025-11-10 18:31:52,AA21BH0001,DENIED
2025-11-10 18:31:54,AABH0001,DENIED
2025-11-10 18:31:55,BHAAQ001,DENIED
2025-11-10 18:31:55,JO0IAA,DENIED
2025-11-10 18:31:56,DCA,DENIED
2025-11-10 18:31:56,21BH0001AA,GRANTED
2025-11-10 18:31:56,TM,DENIED
2025-11-10 18:31:57,21BHO001AA,DENIED
2025-11-10 18:31:57,21BH0001AA,GRANTED
2025-11-10 18:31:57,21BHO001AA,DENIED
2025-11-10 18:31:58,21BHO001AA,DENIED
2025-11-10 18:31:58,21BHO001AA,DENIED
2025-11-10 18:31:58,21BHO001AA,DENIED
2025-11-10 18:31:59,21BH0001AA,GRANTED
2025-11-10 18:31:59,21BH0001AA,GRANTED
2025-11-10 18:31:59,21BHO001AA,DENIED
2025-11-10 18:31:59,21BH0001AA,GRANTED
2025-11-10 18:32:00,21BH0001AA,GRANTED
2025-11-10 18:32:00,21BH0001AA,GRANTED
2025-11-10 18:32:00,21BHO004AA,DENIED
2025-11-10 18:32:01,21BHO001AA,DENIED
2025-11-10 18:32:01,21BHO004AA,DENIED
2025-11-10 18:32:01,21BH0004AA,DENIED
2025-11-10 18:32:02,21BHO004AA,DENIED
2025-11-10 18:32:02,21BHO001AA,DENIED
2025-11-10 18:32:02,21BH0001AA,GRANTED
2025-11-10 18:32:03,21BH0001AA,GRANTED
2025-11-10 18:32:03,21BH0004AA,DENIED
2025-11-10 18:32:03,21BHO001AA,DENIED
2025-11-10 18:32:04,B70001AA,DENIED
2025-11-10 18:32:04,MAA,DENIED
2025-11-10 18:32:04,EMAA,DENIED
2025-11-10 18:32:05,0001AA,DENIED
2025-11-10 18:32:05,BH/OONAA,DENIED
2025-11-10 18:32:05,MMAA,DENIED
2025-11-10 18:32:05,0001AA,DENIED
2025-11-10 18:32:05,MMAN,DENIED
2025-11-10 18:32:06,UA,DENIED
2025-11-10 18:32:06,0001AA,DENIED
2025-11-10 18:32:06,10001AA,DENIED
2025-11-10 18:32:07,4,DENIED
2025-11-10 18:32:07,21BH0001AA,GRANTED
2025-11-10 18:32:08,21BH0001AA,GRANTED
2025-11-10 18:32:08,0004AA,DENIED
2025-11-10 18:32:08,21BH0001AA,GRANTED
2025-11-10 18:32:09,21BHAAQ001,DENIED
2025-11-10 18:32:09,21BHO001AA,DENIED
2025-11-10 18:32:09,21BHO001AA,DENIED
2025-11-10 18:32:09,21BHO001AA,DENIED
2025-11-10 18:32:10,21BHO001AA,DENIED
2025-11-10 18:32:10,21BH0004AA,DENIED
2025-11-10 18:32:10,21BH0001AA,GRANTED
2025-11-10 18:32:11,21BH0001AA,GRANTED
2025-11-10 18:32:11,21BH0004AA,DENIED
2025-11-10 18:32:11,21BH0001AA,GRANTED
2025-11-10 18:32:12,21BHOO01AA,DENIED
2025-11-10 18:32:12,21BHAA0001,DENIED
2025-11-10 18:32:12,21BHO001AA,DENIED
2025-11-10 18:32:13,21BHO001AA,DENIED
2025-11-10 18:32:13,21BHO001AA,DENIED
2025-11-10 18:32:13,21BH0001AA,GRANTED
